"Genome","type","napA","narG","nirK","nirS","all_nor","nosZ","Domain","Phylum","Class","Order","Family","Genus","Species","Identifier","Source","Completeness","Contamination","X","d","LowerCI","UpperCI","dCUB","nCAZy","nHE","nGenes","IoC","IoC2","functional_type"
"Esearch_CP058989_1_Cellulophaga_sp_HaHa_2_1_chromosome.fasta","genome",1,0,0,0,1,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","","CP058989.1","HaHa_2_1|North Sea|surface seawater|54.18416667 N 7.9 E|2016-03-31",100,0,423,2.93162462095308,2.57408126580729,3.34697839097864,-0.217029867184067,156,40,3971,2.95198119276355,4.60562459419306,"nitrate1"
"Esearch_CP058990_1_Cellulophaga_sp_HaHaR_3_176_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","","CP058990.1","HaHaR_3_176|North Sea|surface seawater|54.18416667 N 7.9 E|2016-04-07",100,0,424,5.29406253509298,4.43739314870398,6.344727293373,-0.0751533261902943,121,39,3328,2.20532801565376,3.64044696085782,"nitrate1"
"Esearch_CP059843_1_Cobetia_sp_4B_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia","","CP059843.1","4B|Heterostera chilensis|Chile: Puerto Aldea|Current Humbolt system|2019-11",100,0,426,1.4654820390871,1.26920599124203,1.69716917957827,-0.376742332545319,75,47,3474,3.57232736613329,4.24212891222147,"nitrate1"
"Esearch_CP060010_1_Cognatishimia_activa_strain_ECT2AJA-044_chromosome.fasta","genome",1,0,0,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cognatishimia","","CP060010.1","ECT2AJA-044|Thalassiosira profunda|USA: South Carolina, Hunting Island, Fripp Island Bridgehead, Atlantic ocean|USA: South Carolina, Hunting Island, Fripp Island Bridgehead, Atlantic ocean|32.343 N 80.38 W|2012-06-25|Matt Ashworth",100,0,427,1.43688952963461,1.24283010898307,1.66630684924651,-0.389462713151931,69,44,3183,3.48063288938079,4.13322167951721,"nitrate1"
"Esearch_CP060436_1_Pseudooceanicola_algae_strain_Lw-13e_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudooceanicola","","CP060436.1","Lw-13e|type strain of Pseudooceanicola algae|Rhodobacteraceae bacterium Lw-13e|marine macroalga Fucus spiralis",100,0,432,2.98149395020567,2.61623414106111,3.4061202994925,-0.226288233537955,70,44,3459,3.06061259827675,3.64575142731593,"nitrate1"
"Esearch_CP061081_1_Marinomonas_arctica_strain_BSI20414_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","","CP061081.1","BSI20414|MCCC:1C00219|Arctic Ocean|sea ice|78.39 N 149.12 W|2003",100,0,433,1.49935497688091,1.30043991756588,1.73375778897596,-0.333739279960544,71,49,4138,3.80215718825911,4.28185953883009,"nitrate1"
"Esearch_CP061513_1_Morganella_morganii_strain_GDMM86_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","","CP061513.1","GDMM86|Proteus morganii|China|environment|2020-04",100,0,434,0.980264827830762,0.82252842783759,1.17347658799512,-0.482814493158374,57,52,3910,4.26116942597026,4.59393962439444,"nitrate1"
"Esearch_CP061739_1_Psychrobacter_sp_28M-43_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","","CP061739.1","28M-43|Sponge|Atlantic Ocean|A demosponge isolated at 1483 m depth|14.86 N 48.24 W|2015",100,0,435,2.72492942664599,2.39773697610064,3.10407672238746,-0.228305703651699,46,47,2566,2.69204838463808,3.08229302316244,"nitrate1"
"Esearch_CP061938_1_Bacillus_velezensis_strain_FIO1408_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis group","CP061938.1","FIO1408|Indian Ocean|sea water|4.00 S 88.00 E|2016-12-04|Guangxun DU|Lingyun Qu",100,0,436,0.326857279123068,0.246809186905299,0.437927731528636,-0.884429703461787,111,46,4033,5.51195020496436,6.58154504488875,"nitrate1"
"Esearch_CP061947_1_Algoriphagus_sp_Y33_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","","CP061947.1","Y33|Indian Ocean|seawater|21.70 S 78.85 E|2016-06-17",100,0,437,2.30856200576421,2.0343354939389,2.62579317598128,-0.275910037154393,206,45,5494,3.89311847235513,5.57399628879427,"nitrate1"
"Esearch_CP062788_1_Aestuariispira_ectoiniformans_strain_SWCN16_chromosome.fasta","genome",1,0,1,0,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Kiloniellaceae","Aestuariispira","","CP062788.1","SWCN16|Aestuariispira sp. SWCN16|type strain of Aestuariispira ectoiniformans|South Korea: Buan-gun|seawater|01-Oct-2019",100,0,439,1.58819882705296,1.38226691237386,1.82989463423664,-0.352036572182936,46,45,4092,3.94227709764745,4.10004454224405,"nitrate3"
"Esearch_CP062790_1_Cytobacillus_oceanisediminis_strain_YPW-V2_chromosome.fasta","genome",0,0,1,0,1,0,"Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Cytobacillus","","CP062790.1","YPW-V2|China: Wenzhou city, 267 km southeastern of Zhoushan city|rhizosphere taken during the low tide period",100,0,440,0.395906151894587,0.304550022016563,0.519895508078864,-0.838177649178765,102,47,5289,6.06724043809532,6.78745241792474,"nitrite1"
"Esearch_CP062983_1_Phototrophicus_methaneseepsis_strain_ZRK33_chromosome.fasta","genome",0,0,1,0,0,0,"Bacteria","Chloroflexota","Candidatus Thermofonsia","Phototrophicales","Phototrophicaceae","Phototrophicus","","CP062983.1","ZRK33|type strain of Phototrophicus methaneseepsis|Anaerolinea sp. 'rifampicinis'|China:Nanhai|deep sea|2018-08-20",100,0,441,3.89716313632442,3.36552875639523,4.52681720170332,-0.117001191002806,199,41,4880,2.99807708362504,4.79695783186541,"nitrite1"
"Esearch_CP063164_1_Sulfurovum_indicum_strain_ST-419_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","","CP063164.1","ST-419|type strain of Sulfurovum indicum|Sulfurovum sp. ST-419|Indian Ocean|Deep sea water samples|2019-12-15",100,0,442,1.3607012583165,1.1725191776895,1.58414739193635,-0.386830541353993,37,42,2139,3.05988511332509,3.39359226478034,"nitrate3"
"Esearch_CP063201_1_Mesoflavibacter_sp_SCSIO_43206_chromosome.fasta","genome",0,0,0,0,0,1,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","","CP063201.1","SCSIO 43206|Galaxea fascicularis|China: Hainan Island|ENVO:00000150|18.24 N 109.36 E|2018-10",100,0,443,6.10754222015857,5.03254371068709,7.452675825632,-0.0342051011018882,87,42,2703,1.84102481737333,2.99879868032384,"N2O1"
"Esearch_CP065135_1_Halomonas_venusta_strain_PBH_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP065135.1","PBH|China: Qingdao|plastic debris from sea coast|2017-07-30",100,0,444,2.54973131059902,2.24616331563227,2.90103149346959,-0.226966655237093,61,48,4032,3.41243826314103,3.76677786865473,"nitrate1"
"Esearch_CP065359_1_Ruegeria_sp_SCSIO_43209_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","","CP065359.1","SCSIO 43209|Galaxea fascicularis|China: Hainan Island|ENVO:00000150|18.24 N 109.36 E|2018-10-01",100,0,445,1.9313036792936,1.69597078689156,2.20464755829107,-0.333371373459897,60,43,3618,3.56945171724476,3.97720574389051,"nitrate3"
"Esearch_CP066776_1_Sulfuriroseicoccus_oceanibius_strain_T37_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Sulfuriroseicoccus","","CP066776.1","T37|type strain of Sulfuriroseicoccus oceanibius|Verrucomicrobiales bacterium T37|China:Weihai|marine shoal|37.52 N 122.01 E|2019-01-10",100,0,446,1.58229643697356,1.37683589327856,1.82349900246109,-0.149983042856225,122,38,2938,2.201792608073,3.89051875757719,"nitrate1"
"Esearch_CP068230_1_Shewanella_algae_strain_CECT_5071_chromosome.fasta","genome",1,0,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","","CP068230.1","CECT 5071|Jania sp. (Red alga)|type strain of Shewanella algae|Japan|1990",100,0,447,0.536298241670967,0.424968716763589,0.682172361364601,-0.692789581283752,54,50,4324,5.22280668270385,5.4898696796398,"nitrate1"
"Esearch_CP070273_1_Marinomonas_foliarum_strain_JZW_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","","CP070273.1","JZW|China: Qingdao, Jiaozhou Bay|surface seawater of the Jiaozhou Bay, Qingdao, China|2016-03",100,0,448,2.55427783606961,2.25012139265606,2.90626757032084,-0.184960202028687,62,48,3598,3.02967536135761,3.46054291575979,"nitrate1"
"Esearch_CP071057_1_Marinicauda_algicola_strain_RMAR8-3_chromosome.fasta","genome",0,0,1,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Maricaulales","Maricaulaceae","Marinicauda","","CP071057.1","RMAR8-3|type strain of Marinicauda algicola|South Korea: West sea|marine red algae|2017",100,0,449,6.84709185178231,5.55912824346201,8.48698943757659,-0.051841002628157,58,43,3284,2.41087599221767,2.83099513029793,"nitrite1"
"Esearch_CP071247_1_Marinobacter_sp_LPB0319_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","","CP071247.1","",100,0,450,2.06305940120091,1.81504859528281,2.35050551162978,-0.276519310598036,55,48,3360,3.25433780087968,3.62624863261842,"nitrate1"
"Esearch_CP071502_1_Shewanella_sedimentimangrovi_strain_FJAT-52962_chromosome.fasta","genome",1,0,1,0,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","","CP071502.1","FJAT-52962|GDMCC:1.2208|MCCC:1K05496|Shewanella sp. FJAT-52962|type strain of Shewanella sedimentimangrovi|China:Fujian Provience|intertidal zone|2019-08-30",100,0,451,0.307782490441234,0.231066723015371,0.414965674664523,-0.85401271585763,60,52,3676,5.42431204287887,5.85869114769384,"nitrate3"
"Esearch_CP071793_1_Sulfidibacter_corallicola_strain_M133_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Sulfidibacter","","CP071793.1","M133|coral|type strain of Sulfidibacter corallicola|Acanthopleuribacteraceae bacterium M133|China:Nanning|2018-07",100,0,452,3.85767367622986,3.33409471469505,4.47720818387132,-0.141464637736291,126,47,7104,4.49300161980763,5.22387768104055,"nitrate3"
"Esearch_CP072613_1_Sulfitobacter_sp_CB2047_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","","CP072613.1","CB2047|Norway|seawater|60.27 N 5.22 E|2008-06-10",100,0,453,1.62826664286213,1.41911161225683,1.87334789018199,-0.380559998944053,62,44,3185,3.48675575533365,4.01943201681457,"nitrate1"
"Esearch_CP073013_1_Marinomonas_profundi_strain_M1K-6_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","","CP073013.1","M1K-6|type strain of Marinomonas profundi|Marinomonas sp. M1K-6|Pacific Ocean:Mariana Trench|seawater|11.35 N 142.28 E|2019-03",100,0,454,1.18430474011167,1.00981258300396,1.39406331387887,-0.372172301888604,60,47,3321,3.54339291093279,4.01059390067268,"nitrate1"
"Esearch_CP076683_1_Pseudomonas_zhaodongensis_strain_A252_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","","CP076683.1","A252|Canada: Clayoquot Sound, BC|Ocean water|2009-06-24",100,0,455,1.98620229291385,1.74569642363255,2.26527234918586,-0.305759791538919,96,49,4517,3.81233657956574,4.54109842114059,"nitrate3"
"Esearch_CP078509_1_Pseudomonas_stutzeri_strain_S116_chromosome.fasta","genome",1,1,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas","Stutzerimonas stutzeri group","CP078509.1","S116|China:Zhejiang|marine sludge|2021-02-20",100,0,456,1.45976230341258,1.26393039059502,1.69099384024172,-0.407500457604842,76,50,4083,4.0111015336243,4.57023729959329,"nitrate3"
"Esearch_CP079195_1_Polaribacter_sp_NJDZ03_chromosome.fasta","genome",1,0,1,0,1,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","","CP079195.1","NJDZ03|Antarctica: King George Island|surface of macroalgae in seawater|2018-02-10",100,0,457,5.32291186520869,4.45881955163699,6.38344799610658,-0.0808608218500476,154,43,3398,2.11029757889371,4.03543979610485,"nitrate2"
"Esearch_CP082271_1_Pseudomonas_sp_DNDY-54_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","","CP082271.1","DNDY-54|Indian Ocean|deep sea of the indian ocean|2017-10-05",100,0,458,1.91918894414288,1.68497745422917,2.19129694756116,-0.323670184902349,81,49,4081,3.69623040501122,4.31605282672598,"nitrate3"
"Esearch_CP082841_1_Kluyvera_sp_CRP_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","","CP082841.1","CRP|Ailurus fulgens|Hong Kong: Ocean Park|22.245181 N 114.176534 E|2018-08",100,0,459,0.742162206876202,0.606910936178173,0.912917464283729,-0.564240198525356,173,52,4715,4.55546801527619,6.15168702646626,"nitrate1"
"Esearch_CP082909_1_Endozoicomonas_sp_4G_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","","CP082909.1","4G|Acropora muricata|Taiwan|coral|2019-07",100,0,460,1.05085392769148,0.887139233019167,1.24996462269126,-0.426066460091006,57,47,4954,4.59651702539781,4.84151566276175,"nitrate1"
"Esearch_CP082922_1_Nocardioides_rotundus_strain_MCCC_1A10561_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Propionibacteriales","Nocardioidaceae","Nocardioides","","CP082922.1","MCCC 1A10561|type strain of Nocardioides rotundus|China|Seawater|11.08 N 141.57 E|2016",100,0,461,11.0074167408704,8.33619110787738,14.7008740964069,0.054608655735825,79,39,3939,2.30201156787812,2.89558867271824,"nitrate1"
"Esearch_CP083740_1_Bremerella_volcania_strain_TYQ1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae","Bremerella","","CP083740.1","TYQ1|China: nanhai|Nanhai cold-seep water|2020-10-12",100,0,462,2.59408996253837,2.28472459072781,2.95219314155203,-0.24224746014584,145,38,5482,3.95135645474483,5.03233424005488,"nitrate1"
"Esearch_CP083757_1_Cytophagaceae_bacterium_strain_YYF0007_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Marinilongibacter","","CP083757.1","coastal water",100,0,463,1.7744624645051,1.55312903657487,2.03253077870815,-0.3345406930908,183,42,3968,3.24977515739569,5.28050235004364,"nitrate1"
"Esearch_CP084541_1_Streptomyces_marincola_strain_SCSIO_64649_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","","CP084541.1","SCSIO 64649|coral|Streptomyces sp. SCSIO 64649|type strain of Streptomyces marincola|China:Hainan,sanya|stony coral Favites sp.|18.12 N 109.28 E|2020-05-08",100,0,465,7.55833676359925,6.0544161024894,9.50389151785039,-0.0332741995212779,225,47,5675,3.09165361415523,4.88614800222081,"nitrate1"
"Esearch_CP084578_1_Sulfurimonas_sp_SWIR-19_chromosome.fasta","genome",1,0,0,1,1,1,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Thiovulaceae","Sulfurimonas","","CP084578.1","SWIR-19|KCTC:52323|Indian Ocean|sulfide chimney|37.28 S 49.65 E|2018-10",100,0,466,1.89382082611895,1.66193471552044,2.16337253492344,-0.314805023986468,43,44,2442,2.94283423092906,3.31215045032483,"nitrate3"
"Esearch_CP084959_1_Sulfitobacter_pontiacus_strain_DSM_110277_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","","CP084959.1","DSM 110277|DSM:110277|Pacific Ocean|Seawater from the North Pacific Ocean incubated within a mesocosm experiment with diatom exudates at 6 C for 6 days.|45.0001 N 178.7499 E|2016-05-24",100,0,467,1.65408809957634,1.44283266276795,1.90138744534009,-0.378245096570395,60,43,2905,3.32940994505345,3.90406088132325,"nitrate1"
"Esearch_CP085154_1_Pseudosulfitobacter_sp_DSM_107133_chromosome.fasta","genome",1,0,1,0,1,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Pseudosulfitobacter","","CP085154.1","DSM 107133|DSM:107133|Sulfitobacter sp. DSM 107133|Germany: North Sea around Helgoland|Seawater from the North Sea by Helgoland|54.13333 N 7.86667 E|1998-09-23",100,0,468,3.10273569970254,2.71809359435754,3.55076190450176,-0.181708546507056,60,43,3564,3.00906422059043,3.41559913629811,"nitrate2"
"Esearch_CP086257_1_Providencia_rettgeri_strain_KM4_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","","CP086257.1","KM4|China|Penaeus japonicus|2020-08",100,0,469,1.26509182790058,1.08428840886165,1.48112809730816,-0.434017554388686,57,52,3961,4.11695585892736,4.44020633492466,"nitrate1"
"Esearch_CP086615_1_Spiribacter_sp_E85_chromosome.fasta","genome",0,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter","","CP086615.1","E85|China:Weihai|marine solar saltern|2016-03-26",100,0,470,9.65295899281975,7.46088005006183,12.6113195593177,0.0598030373092543,72,48,3832,2.25509326370426,2.77147096119217,"nitrate1"
"Esearch_CP087156_1_Roseibium_aggregatum_strain_LZB033_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium","","CP087156.1","LZB033|China: the East China Sea|seawater|2013-11-23|Ji Liu|Ji Liu|-2 m",100,0,471,2.55830523998333,2.25362643984476,2.91090726477889,-0.255195050508455,111,42,5317,4.01197651218362,4.77980567629392,"nitrate1"
"Esearch_CP087715_1_Microbulbifer_celer_strain_KCTC_12973_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","","CP087715.1","KCTC 12973|KCTC:12973|type strain of Microbulbifer celer|South Korea:yellow Sea",100,0,472,1.75232861635364,1.53288718519697,2.00835976112922,-0.300843463423171,144,44,3600,3.06194797239313,4.73086778785599,"nitrate1"
"Esearch_CP088953_1_Microbulbifer_elongatus_strain_DSM_6810_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","","CP088953.1","DSM 6810|DSM:6810|type strain of Microbulbifer elongatus, isolated from seaweed",100,0,473,1.47407647414049,1.27713231971894,1.70644974637673,-0.361103577698382,130,44,3405,3.21265677612626,4.77207355154523,"nitrate1"
"Esearch_CP089536_1_Streptomyces_sp_HNM0561_chromosome.fasta","genome",1,1,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces","","CP089536.1","HNM0561|China: Wenchang|ENVO:01000161|19.53 N 110.88 E|2017-06-20",100,0,474,4.60013716722669,3.91394982235952,5.42708316930907,-0.112789947756661,332,48,9371,5.15158225386347,7.01442217350577,"nitrate1"
"Esearch_CP089928_1_Microbulbifer_sp_YPW16_chromosome.fasta","genome",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","","CP089928.1","YPW16|China:Wenzhou, marine",100,0,475,1.93370607316335,1.6981499531271,2.20729620448842,-0.307693346194006,83,45,3546,3.33391103531876,4.10276002844377,"nitrate1"
